     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
       538,         3,         0,    4.87,belief_find,f6e3eef02fb0802cdfe9b6eb430c7510e949ef4888b1dc8a5bc707a7c8c88878,"{""d"":9,""p"":0.003,""rounds"":9}",
      1800,        26,         0,    1.59,bposd,2167ca65e894a55566d979b99d3d74149cf1ee07a075da17bd3b5e4b2bb8c544,"{""d"":5,""p"":0.005,""rounds"":5}",
       900,        17,         0,   0.702,bposd,2167ca65e894a55566d979b99d3d74149cf1ee07a075da17bd3b5e4b2bb8c544,"{""d"":5,""p"":0.005,""rounds"":5}",
       100,         4,         0,   0.093,belief_find,cbe1f8f1afa6a80b58ffa3f65a3300af2bf787f9424f9fb129de30e040e9204d,"{""d"":5,""p"":0.005,""rounds"":5}",
      1800,        29,         0,    1.54,bposd,2167ca65e894a55566d979b99d3d74149cf1ee07a075da17bd3b5e4b2bb8c544,"{""d"":5,""p"":0.005,""rounds"":5}",
       200,         5,         0,   0.204,belief_find,cbe1f8f1afa6a80b58ffa3f65a3300af2bf787f9424f9fb129de30e040e9204d,"{""d"":5,""p"":0.005,""rounds"":5}",
       200,         3,         0,   0.213,belief_find,cbe1f8f1afa6a80b58ffa3f65a3300af2bf787f9424f9fb129de30e040e9204d,"{""d"":5,""p"":0.005,""rounds"":5}",
       600,        12,         0,   0.486,belief_find,cbe1f8f1afa6a80b58ffa3f65a3300af2bf787f9424f9fb129de30e040e9204d,"{""d"":5,""p"":0.005,""rounds"":5}",
      6000,        12,         0,    21.1,bplsd,31fb0858dfe959a1d4193225809c7277cd9e6736aba5ab5aa9c7515d29dbc652,"{""d"":9,""p"":0.003,""rounds"":9}",
      2118,        27,         0,    1.47,bposd,2167ca65e894a55566d979b99d3d74149cf1ee07a075da17bd3b5e4b2bb8c544,"{""d"":5,""p"":0.005,""rounds"":5}",
       100,         1,         0,   0.076,bplsd,6403534ce255a958a223e4134ea8a3060870b862e9775a1f183e5756e1ee796c,"{""d"":5,""p"":0.005,""rounds"":5}",
       236,         3,         0,   0.242,belief_find,cbe1f8f1afa6a80b58ffa3f65a3300af2bf787f9424f9fb129de30e040e9204d,"{""d"":5,""p"":0.005,""rounds"":5}",
       200,         4,         0,   0.070,bplsd,6403534ce255a958a223e4134ea8a3060870b862e9775a1f183e5756e1ee796c,"{""d"":5,""p"":0.005,""rounds"":5}",
      1000,        24,         0,   0.787,belief_find,cbe1f8f1afa6a80b58ffa3f65a3300af2bf787f9424f9fb129de30e040e9204d,"{""d"":5,""p"":0.005,""rounds"":5}",
      2000,         3,         0,    7.39,bplsd,31fb0858dfe959a1d4193225809c7277cd9e6736aba5ab5aa9c7515d29dbc652,"{""d"":9,""p"":0.003,""rounds"":9}",
       600,        16,         0,   0.254,bplsd,6403534ce255a958a223e4134ea8a3060870b862e9775a1f183e5756e1ee796c,"{""d"":5,""p"":0.005,""rounds"":5}",
       382,         9,         0,   0.314,belief_find,cbe1f8f1afa6a80b58ffa3f65a3300af2bf787f9424f9fb129de30e040e9204d,"{""d"":5,""p"":0.005,""rounds"":5}",
       600,        17,         0,   0.233,bplsd,6403534ce255a958a223e4134ea8a3060870b862e9775a1f183e5756e1ee796c,"{""d"":5,""p"":0.005,""rounds"":5}",
       300,         5,         0,   0.124,bplsd,6403534ce255a958a223e4134ea8a3060870b862e9775a1f183e5756e1ee796c,"{""d"":5,""p"":0.005,""rounds"":5}",
       618,        17,         0,   0.209,bplsd,6403534ce255a958a223e4134ea8a3060870b862e9775a1f183e5756e1ee796c,"{""d"":5,""p"":0.005,""rounds"":5}",
       100,         1,         0,   0.437,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       100,         4,         0,   0.302,bplsd,aba8d5f40979d8f5919cf3875bb419a88081ee739e8c419c0101903558ea3e44,"{""d"":7,""p"":0.005,""rounds"":7}",
       100,         2,         0,   0.521,belief_find,3bf4d88d7244d9bcc941fc8d65937564c1bb7c925ac7d5cf566e19246465701f,"{""d"":7,""p"":0.005,""rounds"":7}",
      1800,        49,         0,   0.672,bplsd,6403534ce255a958a223e4134ea8a3060870b862e9775a1f183e5756e1ee796c,"{""d"":5,""p"":0.005,""rounds"":5}",
      2200,        69,         0,    1.67,belief_find,cbe1f8f1afa6a80b58ffa3f65a3300af2bf787f9424f9fb129de30e040e9204d,"{""d"":5,""p"":0.005,""rounds"":5}",
       100,         0,         0,   0.472,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       200,         4,         0,   0.676,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       200,         1,         0,   0.776,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       200,         6,         0,   0.823,belief_find,3bf4d88d7244d9bcc941fc8d65937564c1bb7c925ac7d5cf566e19246465701f,"{""d"":7,""p"":0.005,""rounds"":7}",
       200,         5,         0,   0.905,belief_find,3bf4d88d7244d9bcc941fc8d65937564c1bb7c925ac7d5cf566e19246465701f,"{""d"":7,""p"":0.005,""rounds"":7}",
       400,         9,         0,    1.30,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
      4800,        19,         0,    17.4,bplsd,31fb0858dfe959a1d4193225809c7277cd9e6736aba5ab5aa9c7515d29dbc652,"{""d"":9,""p"":0.003,""rounds"":9}",
       600,        12,         0,    2.00,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       800,        10,         0,    2.58,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       400,         5,         0,    1.31,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
      1200,        10,         0,    3.70,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       202,         2,         0,   0.691,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       507,         4,         0,    1.72,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
        96,         0,         0,   0.422,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
      4800,        11,         0,    35.3,bposd,92988a19b036274bc5ddd25ca94664acb578668f2740a26f13e273d87fd50d08,"{""d"":9,""p"":0.003,""rounds"":9}",
      1000,        26,         0,    3.99,belief_find,3bf4d88d7244d9bcc941fc8d65937564c1bb7c925ac7d5cf566e19246465701f,"{""d"":7,""p"":0.005,""rounds"":7}",
       168,         0,         0,   0.600,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       351,         4,         0,    1.20,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
        22,         0,         0,   0.214,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
        36,         0,         0,   0.231,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
       293,         3,         0,    1.15,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
        59,         1,         0,   0.363,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
      1000,        32,         0,    4.12,belief_find,3bf4d88d7244d9bcc941fc8d65937564c1bb7c925ac7d5cf566e19246465701f,"{""d"":7,""p"":0.005,""rounds"":7}",
        57,         1,         0,   0.306,bposd,32687c26b51d4eba5daf11f8b6de1df715afdfc954e0f7fc30d34dab946b9a3f,"{""d"":7,""p"":0.005,""rounds"":7}",
