     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
       444,        40,         0,   0.408,bposd,d71f3f91b7783f260a287e65bf451f3f410c4e3912b38714ed3630bc5565e285,"{""d"":5,""p"":0.009000000000000001,""rounds"":5}",
       200,        22,         0,   0.299,belief_find,c11067c82164b91cb003943716811b16d93f9f40fcb3ce1f79aa180034aa80f4,"{""d"":5,""p"":0.009000000000000001,""rounds"":5}",
       200,        22,         0,   0.240,belief_find,c11067c82164b91cb003943716811b16d93f9f40fcb3ce1f79aa180034aa80f4,"{""d"":5,""p"":0.009000000000000001,""rounds"":5}",
       100,         8,         0,    1.92,bplsd,00cfed4ed8f04e419918b81205d228e88b376d36559d88baa0c654c2a858e3ea,"{""d"":9,""p"":0.007,""rounds"":9}",
       100,        10,         0,   0.143,bplsd,8a157fb7adcdb7202fdbdffecdcde7fef3e2eb65bf2167ae431c2921f692cf98,"{""d"":5,""p"":0.009000000000000001,""rounds"":5}",
       322,         4,         0,    2.84,bplsd,bba88382ac0d44f036611ea7e565c5259bec738836ae355c6aabceaf427d4b78,"{""d"":9,""p"":0.005,""rounds"":9}",
       500,        55,         0,   0.634,belief_find,c11067c82164b91cb003943716811b16d93f9f40fcb3ce1f79aa180034aa80f4,"{""d"":5,""p"":0.009000000000000001,""rounds"":5}",
       100,        14,         0,    2.51,belief_find,2198ebe4ba10b5974a7373ee1be5242f28b189c6949925b8c56e0911ee312d60,"{""d"":9,""p"":0.007,""rounds"":9}",
       196,        10,         0,    1.96,bposd,8a84a1e88767c1fb8de12841d55736f27d5361e49b2e2dc59553db2697f840d5,"{""d"":9,""p"":0.007,""rounds"":9}",
         6,         0,         0,   0.320,bposd,8a84a1e88767c1fb8de12841d55736f27d5361e49b2e2dc59553db2697f840d5,"{""d"":9,""p"":0.007,""rounds"":9}",
       100,         0,         0,    1.05,bplsd,bba88382ac0d44f036611ea7e565c5259bec738836ae355c6aabceaf427d4b78,"{""d"":9,""p"":0.005,""rounds"":9}",
      1600,        21,         0,    13.4,bplsd,bba88382ac0d44f036611ea7e565c5259bec738836ae355c6aabceaf427d4b78,"{""d"":9,""p"":0.005,""rounds"":9}",
        15,         0,         0,   0.352,bposd,8a84a1e88767c1fb8de12841d55736f27d5361e49b2e2dc59553db2697f840d5,"{""d"":9,""p"":0.007,""rounds"":9}",
       100,         5,         0,    1.67,bplsd,00cfed4ed8f04e419918b81205d228e88b376d36559d88baa0c654c2a858e3ea,"{""d"":9,""p"":0.007,""rounds"":9}",
        37,         3,         0,   0.580,bposd,8a84a1e88767c1fb8de12841d55736f27d5361e49b2e2dc59553db2697f840d5,"{""d"":9,""p"":0.007,""rounds"":9}",
